teks,jenis
"Tuan apa kabar? 
 Semoga baik baik saja 
 Tapi kami di sini tidak baik. 
  
 Tuan apakah sehat? 
 Semoga sehat selalu 
 Tapi kami di sini tidak sehat. 
  
 Tuan sudah makan? 
 Semoga tuan sudah makan 
 Tapi kami di sini sulit makan. 
  
 Tuan sudah istrirahat? 
 Semoga tuan nyenyak selalu 
 Tapi kami di sini sulit istrirahat. 
  
 Tuan masih ingat kami? 
 Semoga Tuan ingat selalu 
 Karena kami mengunggu janji Tuan. 
  
 Tuan masih jujur bekerja? 
 Semoga Tuan selalu jujur bekerja 
 Karena kami menunggu perubahannya. 
  
 Tuan masih kuat imannya? 
 Semoga Tuan di lindungi selalu 
 Karena kami lihat teman Tuan banyak masuk jeruji. 
  
 ",puisi
Buah belimbing kesukaan kalong \n Lu kayak kambing pas lagi monyong 😛 \n ,pantun
"Sekian tahun sudah kehadiranmu mempengaruhi orang-orang sekitarmu, 
 dan setiap perbuatanmu telah membentuk karaktermu, 
 dan setiap langkahmu telah membawamu mendekati atau menjauhi 
  
 cita-citamu, 
 dan kelak… 
 setiap tarikan nafasmu akan dimintai pertanggungjawabannya, 
 untuk menentukan tempatmu di alam yang abadi… 
  
 Selamat Ulang Tahun 
 Semoga langkah-langkahmu semakin matang 
 dan selalu membawamu ke arah yang lebih baik. 
  
 ",puisi
"Ada gadis perawan, \n paling cantik di kampungnya. \n Hormatilah ibumu kawan, \n Ada surga di telapak kakinya. \n ",pantun
"Ketika hidupku ini hampa... 
 Ketika hari-hari ku sendiri... 
 Aku sunyi... 
 Aku membutuhkan sahabat.. 
 Bahkan tidak hanya seorang sahabat. 
 tapi banyak sahabat.. 
 Aku seperti sendiri .. sendiri di dalam masalah hidupku 
 Bahkan seorang kekasih pun tidak kunjung datang menghiburku 
 Aku sendiri . 
 hanya berteman sepi 
 Yang terkadang meneteskan air mata.. 
 Depan televisi... di dalam kamar. 
 hanya dua tempat itu yang menjadi saksi bisu kegelisahanku 
 Tuhan.. 
 kirimkanlah sahabat untukku.. 
 Aku tidak mau sendiri di dunia ini 
 Tuhan... 
 tuntunlah aku juga untuk tetap mengingatmu 
 Engkau sahabat terindah,,, 
 Aku yakin Engkau akan memberiku sahabat terindah juga di dalam hidupku ini 
  
 ",puisi
"Umpamanya dedaunan yang gugurtapi akan bersemi kembaliselama pohonnya masih tegak berdiri dan akarnya masih menancap di bumidan seperti sari bungayang akan menjadi madu Mungkin seperti iturasa yang ada saat ini Dan aku tak tau pastisemua ini terjadi ...... 
 apakah hanya dengan senyummuatau tatapan matamu aku menjadi seperti ini 
 Sungguh gila rasanyabila setiap hari seperti ini 
 Apa sebenarnya ? yangtelah terjadi padaku 
  
 ",puisi
Ada haruan dan sepat \n Boleh masak gulai lemak \n Betul aqidah pahalapun dapat \n Kesan tarbiyah oleh ulama \n ,pantun
"Jangan pernah ke selokan, \n nanti kotor ditertawakan, \n jangan pernah ragukan, \n janji setia yg ku ikrarkan. \n ",pantun
"Hidup Ini Hanya Sementara \n Peluang yang ada digunakan sebaiknya \n I Love U Ayah Selama-Lamanya \n Now I Know, bukan mudah menjadi seorang bapa \n ",pantun
"Ada yang hilang Seperti ada yang menghalang Bila kau tak ada Kasih engkau ada dimana ? 
 Engkau tak lagi disini Semua terasa hampa Embun pagi tak lagi menyapa Kabut pagi tak lagi mengiringi pagi Engkau pergi Waktu terasa berhenti Aku menunggu mu unt kembali Kasih engkau lah segala dalam hidup ku kini 
  
 ",puisi
"Langit hitam tak sesungguhnya hitam 
 Dia hanya di terpa mendung sejenak 
 Ada kala tersapu pelangi 
 Malam bisa saja bernyanyi merdu 
 Kita bersiul di terik matahari pagi 
 Hingga hujan tak reda. 
 Cinta pun takan memandang sebelah mata 
 Kita punya cita-cita seluas samudra 
 Tempat bermain bersama 
 Sahabat pun akan ada 
 Bila suatu saat berpisah kita punya cerita 
 Derita tak jd soal 
 Ada bahagia menjelang 
 Sunggingkan senyum bahagia 
 Hitam malam belum tentu selalu hitam 
 Kita pun bisa menggubah deru dan kerikil tajam. 
 Menjadi permata berserakan Marilah kayuh jalan meski dunia berkata tidak. 
  
 ",puisi
"Berpijaklah di atas kaki mu sendiri 
 Jangan biarkan kau jadi benalu 
 Kemandirian mu akan mandeg 
 Kau kan lupa jati dirimu 
 Biarkan kakimu menopang mu 
 Lapaslah pelukan mu dari orang lain 
 Penyesalan mu tiada arti kelak 
 Terlambat melangkah 
 Kau harus kembali ke titik nol Tak peduli saat itu kau telah siap atau tidak 
 Maka raihlah mimpi mu Tanpa harus bergantung pada siapapun 
 Kamu adalah kamu.... 
 Jadilah dirimu sendiri Tanpa bayangan siapapun 
  
 ",puisi
Setiap pagi makan bubur \n Lengkap dengan segelas susu \n Setiap saat slalu tertidur \n kuingin kau ada di mimpik \n ,pantun
"Malam ini bulan tersenyum kepadaku 
 Membawa suasana jenuh menjadi riuh 
 Seakan hati bermekar ria ditaman ini 
 Membawa aroma aroma asmara yang tak kunjung berhenti 
 Hujan pun turut menyertai kita 
 Dengan tawanya selalu membasahi 
 Membasahi hati yang selalu sunyi 
 Membasahi jiwa yang kerontang akan asmara 
 Ketika semua itu telah berakhir 
 Tapi mimpiku tanpa akhir 
 Yang selalu bercerita tanpa materi 
 Mengenal seluk beluk cinta yang mungkin akan mati 
 Pagimu telah tiba Membawa benih benih cinta yang membara 
 Mengubur dalam dalam benci akan asmara 
 Menumbuhkan rasa yang mungkin tak akan ku lupa 
  
 ",puisi
"Juragan pisau makan buah \n Buah kotor kena tinta, \n Jangan risau jangan gundah \n Karena derita bumbu cinta \n ",pantun
Beribu-ribu pohon beringin \n hanya satu si pohon randu \n saat malam terasa dingin \n hanya wajahmu yang aku rindu \n ,pantun
"Disaat hati terabaikan 
 Dia datang menyapa dengan lembutnya 
 Melihatnya mendengarnya menyebutnya Cinta 
 Saat bersamanya aku merasakan kenyamanan 
 Merasakan arti kebahagiaan 
 Sejak melihatnya pandanganku selalu bertujuan 
 Dimana pandangan indah itu tertuju itulah dia Cinta 
 Mendengarnya hati merasa tenang 
 Mendengar kata manis itu kata Cinta 
 Setelah sekian banyak yang ku lihat ku dengar ku rasakan 
 Dan aku menyebutnya Cinta 
 Tak akan ku ucapkan kata terima kasih cinta 
 Akan ku ucapkan 
 Aku mencintaimu untukmu yang mencintaiku 
  
 ",puisi
"Aku akan mencintai mu.... Dengan hati ini ku mencintai mu... Kau yang paling sempurna bagi ku... Kau juga yang paling istimewa untuk ku... Cinta ku hanya pada mu... Kasih ku hanya untuk mu... Semua tlah ku berikan pada mu... Hanya kamu, dan kamu... Aku tak akan berpaling darimu... Cinta yang tulus akan ku berikan pada mu... Cinta ku pada mu akan membuat bahagia diri mu... Sungguh aku sangat mencintai mu...... 
  
 ",puisi
"Tahukah engkau..? 
 sulitnya aku melupakan dirimu.. 
 melupakan semua kenangan kitamelupakan senyuman manis di pipimu.. 
 Tahukah engkau..? 
 tak bisa hati ini terbuka kembali. 
 saat kau tinggalkan aku ..dulu..dan 
 ku putuskan untuk menutup hati ini.. 
 Dan 
 apa kau tahu..? 
 disini aku selalu merindukanmuselalu menantimu. 
 berharap kau hadir kembali di hidupku.. 
 Meskipun ,kau telah hancurkan hati iniwalaupun kau telah membuat aku rapuh. 
 tapi percayalah, hati ini hanya untukmu.. 
 Sekarang..esok. 
 dan selamanya.. 
 Miss U my boyfriend X.. 
  
 ",puisi
Ikan berenang lubuk \n Ikan belida dadanya panjang \n Adat pinang pulang ke tampuk \n Adat sirih pulang ke gagang \n ,pantun
"Memang aku yang salahmenyimpulkn lebih awalsemua tak bsa ku ubahrasamu sudah tebal 
 Ku coba untuk bertahan 
 Tapi makin mati rasa 
 Ingin semuanya ku pendam 
 Tapi aku tak bisa diam 
 Kau berubah, begitupun aku 
 Seperti mawar merekah yang tiba-tiba layu 
 Ku kuatkn hatiku 
 Tapi dia sudah tak mau 
 Aku rapuh 
 Perlu kau jaga agar tetap tegar, 
 Aku sendu 
 Perlu kau siram agar tetap segar 
 Memang tawa membuat tangis, 
 Diam membuat perih 
 Ku tak mau smua terkikis 
 Hanya karena mereka yg memilih 
 Aku sudah melemah 
 Butuh kau untuk menguatknku 
 Aku sudah resah 
 Kesamaran ini menggangguku 
  
 ",puisi
"2 tahun yang lalu kau sapa aku 
 Memberi warna baru tuk setiap langkahku 
 2 tahun yang lalu ku pertaruhkan hidupku 
 tuk bersamamu 
 2 tahun yang lalu masih terlihat jelas dimataku senyum indahmu, 
 Terdengar halus suara lembutmu, 
 Terasa nyata genggaman tanganmu.. 
  
 Tapi. 
 itu dulu saat kau masih bersamaku 
 Mengucap janji tuk sehidup semati 
 Berjanji tuk saling melengkapi 
 Berjuang bersama tuk hidup bahagia 
  
 Aku bahagia,, 
 Sungguh jatuh cinta pada pandangan pertama 
 Tapi dia ternyata bukan untukku 
 Aku tak bisa menjadi pendampingnya 
 Aku tak tak bisa hidup bersamanya 
  
 Biarlah.. 
 Aku mengamatinya dari jauh 
 Dari atas langit yang tertutup kabut 
 Melihatnya bahagia bersama pilihannya 
 Tegarkanlah.. 
 Kuatkan hati ini menerima suratan ilahi 
 Meski maafkanlah hati ini akan selalu menunggumu 
 Kembali ke pelukanku.. 
  
 ",puisi
Banyak orang menggali perigi \n Ambil buluh kemudian diikat \n Ilmu dicari tak akan rugi \n Untuk bekal dunia akhirat \n ,pantun
Minum kopi bersama nana \n Kopi susu begitu nikmatnya \n Manfaat sehat kita bahagia \n Bisa berhemat dikala muda \n ,pantun
Cari lebah bersarang besar \n Jangan tersengat racun berbisa \n Janji Allah adalah benar \n Jangan tertipu kehidupan dunia \n ,pantun
"Detik dalam hidup.. tak usap tanpa kehadiranmu.. 
 Perjalanan kini tersendat bila tanpamu.. kasih…. Berikan aku satu kenangan untuk ku simpan dalam kehidupan.. 
 Resapan kalbu.. bak embun tak henti menyinari bunga hati dalam pagi.. 
 Masih teringat jelas saat aku masih bersamamu.. 
 Saat kita tertunduk malu pada seebatang bunga layu yang menatap kita.. 
 Menginjakan kaki berusaha menghindar dari sinaran mentari.. 
 Yang seakan-akan mengikuti langkahan bayangan kita.. 
 Masih ragu dalam genggaman.. 
 Berusaha tuk mengiyakan semua yang aku minta.. 
 Hingga aku tak mampu pada akhir lanjutan kisah-kasih kita dimasa berseragam.. 
 Kau pergi dengan hati yang riang.. 
 Aku bahagia dalam kecewa.. kucoba berusaha untuk mengiklaskan.. 
 Namun apa yang aku rasakan telah memuncakan pada ego.. 
 Hingga air mata ini tak henti bermunculan dari seketup kelopak mataku.. 
 Aku tak membelah dalam hancur namun ku tatap cita dalam masa.. 
 Ku balut luka dalam tawa.. 
 Ku basuh mimpi dengan puisi..TEMANGGUNG, 06 MARET 2014Pukul.10:47 WIB 
  
 ",puisi
"Kalau saja cintaku 
 Kumau setia menyelimuti itu 
 Seperti yangg hatiku mau 
 Tetapi....? tidak dngan kau 
 Aku hanya butuh arti dihati 
 Satu dalam cinta 
 Yang mudah kumengerti 
 Tetapi,,,,? tidak dengan kau 
 Cinta bukan tuk dihianati 
 Janjipun bukan tuk di ingkari 
 Cobalah kau sdikit mengerti 
 Bagai mana rasa sakitnya hatiSedih.....perih....Reesah... 
 gelisah.... 
 Sakit menyapah 
 Berlabuh cepat di dermaga hati 
 Jika aku boleh meminta 
 Aku akan minta padamu tuhan 
 Untuk tidak memiliki cinta 
 Jika hrus dngan dya 
 Karna aku tak ingin trluka kedua kalinya 
  
 ",puisi
"Setiap hari aku pergi 
 Bertanya setiap orang yang kutemui 
 Mengobati keresahan hati 
 Siapakah diri ini 
  
 Hari demi hari telah kulalui 
 Mencari tahu semua yang terjadi 
 Tetapi tidak satupun yang mengerti 
 Siapakah diri ini 
  
 Ini akan tetap menjadi misteri 
 Tetapi tetap akan kucari 
 Siapakah diri ini 
 Hingga akhir hayat nanti 
  
 ",puisi
"Tatkala semua insan terbuai dalam impian 
 Kucoba mengambil tirani kesunyian 
 Kugerakan tangan mengambil sebuah pena 
  
 Pena yang akan menggurat esok 
 Penuh harapan 
 Kutulis satu nama dalam sanubari 
 Kubayangkan seraut wajah dalam pikiran 
 Kusatukan dengan suara hati 
 Menggapai perasaan 
 Yang kucita-citakan 
  
 Malam.. 
 Sampaikan suara hati dan keinginanku 
 Alunkan buat dia 
 Sebuah nyanyian rindu 
 Biarkan dia terlelap 
 Dalam impian yang indah 
  
 Tuhan.. 
 Biarkanlah semua cita dan harapan 
 Menjadi sebuah kenyataan 
  
 ",puisi
Setangkai bunga indah menyihir \n terhirup baunya hati tertawan \n andai kita sudah di takdir \n hidup bersama jadi impian \n ,pantun
Nahkoda bekerja di hari Minggu \n Kapal besar siap berlayar \n Pergi sekolah untuk menuntut ilmu \n Hormati guru dengan tekun belajar \n ,pantun
"Andaikan saja waktu..... 
 Dapat ku putar kembali..... 
 Sejenak ku akan terdiam disana.... 
 Dan ku renungi apa yang telah terjadi......Mungkin.... 
 Inilah salahku.... 
 Salah dimana aku terdiam dan membisu.... 
 Saat kau inginkan hadirku... 
 Kini waktu pun berlalu... 
 Detik yang terhempaskan... 
 Menit yang ku habiskan... 
 Dan hari yang ku biarkan berlari.... 
 Meninggalkan aku seorang diri.... 
  
 --No. Urut : 13.334 
  
 ",puisi
Tukang bakso berbaju biru \n Sedang keliling kampung berjualan \n Justru kamu sebagai orang baru \n Mulai menyapa untuk berkenalan \n ,pantun
Pagi hari menonton berita \n Beritanya tentang kematian \n Jangan menangis karena cinta \n Karena cinta butuh pengorbanan \n ,pantun
"Demikian para dermawan sudah tidak memiliki hati. 
 Kehidupannya laksana lintasan gelap dan anarki. 
 Bersikap sombong tanpa iba dan nurani. 
 Berjalanpun tanpa menatap kanan kiri. 
  
 Padahal disana ribuan raga tak bergajih. 
 Melulu lapar menahan pedih. 
 Menatap tuan tuan yang tegap dan bersih. 
 Melewati mereka tanpa belaskasih. 
  
 Merekalah sang petinggi yang kaya. 
 Hidup mewah bergelimang harta. 
 Beda dengan mereka yang disana. 
 Kurus keriput terbiasa sengsara. 
  
 Dalam diam mereka mengutuk keadilan. 
 Mengapa si berdasi tak punya rasa kasihan? 
 Sebuah rambu telah memberi jawaban. 
 Karena peraturan tak mencantumkan kemiskinan 
  
 ",puisi
Lembayung di antara semak \n Jatuh melayang ke dalam paya \n Walau ilmu setinggi tegak \n Tidak sembahyang apa gunanya \n ,pantun
Kenanga putih ada di batu \n lalu di tuai dua pemuda \n terima kasih jika begitu \n baru damai rasa di dada \n ,pantun
"Hari itu.. 
 Bulan Mei yang kelabu 
 Ku bertemu dengan sosokmu 
 Sosok yang telah menguatkanku, mengajarkanku apa artinya cinta 
  
 Hari itu, 
 Aku kan kenang selalu 
 Bukan karena ketakutanku tapi rasa rindu yg menggebu 
  
 Hari itu, 
 Menjadi saksi bisu 
 Aku dan kau pernah bersatu 
 Walau kau telah melupakanku 
  
 ",puisi
"Masih tersisa senyummu disini. 
 Di dalam rongga hati yang telah porak poranda semalam. 
  
 Pahit. 
 Tetap kubingkai senyummu. 
  
 Meski ada bagian yang berontak karena perih. 
 aku menunggu waktu, 
 karena dialah yang paling tepat. 
 mennggantikan segalanya ... 
  
 ",puisi
Sakit kaki ditikam jeruju \n Jeruju ada di dalam paya \n Sakit hati memandang susu \n Susu ada dalam kebaya \n ,pantun
"Fajar yang senantiasa menyinsing 
 Mengantarku kedekapan panas terik siang 
 Menghitamkan kulitku yang memang alami hitam 
 Mengucurkan keringatku dalam balutan kain yang tak pernah kering 
  
 Siang yang senantiasa lapar 
 Menggiring perutku pada harmoni keroncong 
 Menghauskan kerongkonganku pada tetes dahaga 
 Mencengkram kepalaku yang terus terasa berputar 
  
 Dan senja yang senantiasa dinanti 
 Membersihkan kotoranku dengan air kesejukan 
 Memeluk tubuhku dengan rasa sayang 
 Menggotong badanku kedalam selimut peraduan malam 
  
 Dialah senjaku yang bernama cinta 
  
 No Urut: 13757 
 Tanggal: 03/11/2017 15:14:29 
  
 ",puisi
"Karena mungkin yang namanya perasaan 
 Tak seorangpun tahu, kecuali Tuhan dan diri sendiri 
 Dan setiap saat bisa berubah dengan sendirinya 
  
 Seperti rasa cintamu berubah-ubah 
 Tak peduli dengan hatiku sama sekali 
 Acuh tak acuh, menganggapku bagai 'arca' 
  
 Di saat aku memberikan ketulusan 
 Kau malah memberikan kedukaan 
 Ketika diri ini untukmu rela berkorban 
 Kau membalasnya dengan penghianatan 
  
 Apakah itu yang namanya Cinta? 
 Seperti itukah yang disebut Sayang? 
 Maka, sedemikiankah rasamu kepadaku? 
 Laksana Senja yang cerah seketika bertukar Badai Kehancuran 
  
 Semoga, dirimu kan segera memahami 
 Makna hadirku untukmu begitu berarti 
 Karena aku telah merelakan hati ini untukmu 
 Juga berusaha setulus jiwa menyayangimu 
  
 ",puisi
"Saat hembusan angin begitu terasa dipori-poriku 
 Sejenak aku terdiam dan merasa begitu sejuk 
 Aku tersenyum melihat bintang yang sedikit terhalang oleh mendung 
 Dalam bintang itu muncul bayangan raut wajah yang kerap mengungkapkan cinta padaku 
 Wajah itu trus memandangiku begitu lekat 
 Rintik hujan yang sedetik lalu turun membuyarkan bayangan itu 
 Ternyata hanya bayangan??? 
 ah….ternyata aku hanya berhayal 
 Aku begitu merindukannya, 
 padahal hanya dalam kurun waktu sehari aku tak berjumpa dengannya 
 Tapi gelra kerinduan ini begitu menggebuh 
 Aku cinta…. 
 Aku cinta…. 
 Dan aku cinta…. 
 Petang …. 
 lekaslah berganti fajar agar dapat bertemu dengannya 
 Kuharap esok akan idah 
 tak seperti kemarin yang dipenuhi dengan rasa itu(hnya kau yang tau apa yang aku maksudkan) 
  
 ",puisi
"Dari jauh datangnya tamu, \n Hanya untuk mencari ikan. \n Izinkan aku mencintaimu, \n cinta selalu sepanjang zaman. \n ",pantun
"Mendengar namamu, kata apa yang bisa kukatakan untuk menjelaskan betapa mulianya dirimu? 
 Kata berbahasa dan bersyair tingkat internasionalpun tak kan bisa menjelaskan makna dirimu 
 Ibu, iya ibu 
 Apa yang tidak kau berikan untuk nafas putra dan putrimu? 
 Yang memberi tanpa mengharap apapun balasan 
 Yang melakukan semua bukan karena materi atau kekuasaan, bukan politik bukan kegemilangan 
 Hanya senyuman diraut wajahmu nak . itulah yang ia harapkan 
 Ibu bagaikan mata, yang ketika lutut terluka ia menangis walau bukan dia yang tergores 
 Yang merasakan meskipun tak mengalami 
 Yang tak bisa tidur ketika putra putrinya belum pulas dalam tidurnya 
 Yang tak kan makan seblum keluarganya bisa tidur dengan kenyang. 
 Yang tak bisa duduk ketika putra putrinya belum datang dari perjalanan. 
 Kata apa lagi? Sebanyak dan sebagus syair duniapun tak kan bisa menggambarkan betapa tulus, mulia hati dan raganya 
 Ibu, doakan putrimu karena doamu adalah nafas terbesar dalam hidupku 
  
 ",puisi
"Gugusan diri 
 berguguran jatuh 
 Berat hati ku berpindah 
 ke alam jauh. 
  
 Tapi,,, 
 Sungkan ku hidup 
 hanya tuk berpesta pora 
 menikmati belas kasih tuan. 
  
 Apa daya diriku 
 tak berpaling jua 
 merubah nestapa 
 Kuatkan aku bertemu 
 Saat itu kodrat nyawaku. 
  
 Kelam,2016 
  
 ",puisi
"Wahai insan yang mengerti 
 Selalu menjunjung qalam Illahi 
 Kesabaran diri adalah kunci 
 Sebagai dasar mencari rezeki 
  
 Wahai insan ngaku beriman 
 Yang selalu menjaga kewibawaan 
 Setiap jalan berkalung sorban 
 Kenapa kesesatan ikut dijalankan 
  
 Berkalung sorban tanda yang suci 
 Jangan dijadikan meraup rezeki 
 Buanglah tabiat dan kebiasaan 
 Setiap malam mengasap menyan 
  
 Mengasap menyan menjampi-jampi 
 Dengan membawa-bawa nama Illahi 
 Itu tanda dibutakan hati 
 Iblis datang tidak disadari 
  
 Buta hati sangat merugi 
 Dalam menjalankan kehidupan ini 
 Azab itu sangat pedih 
 Lihatlah bencana yang silih berganti 
  
 Perintah itu adalah Rahmat 
 Untuk dilaksanakan para umat 
 Guna melindungi diri dari sesat 
 Sampai ajal datang mendekat 
  
 Para umat yang mendapat Rahmat 
 Kehidupnya tidak pernah sekarat 
 Berseri  wajah para umat 
 Ketika ajal  datang mendekat 
  
 ",puisi
"Tanah tandus itu kini kian meretak 
 Menanti air yang tak kunjung ada 
 Hati-hati jangan berjalan di atasnya 
 atau kau akan terperosok dibuatnya 
 Dia belum siap untuk kembali dipijak 
 Laksana pohon yang semakin menua 
 Daun yang berguguran dengan sia-sia 
 Ranting yang perlahan kering merenta 
 Jangan kau coba untuk menyentuhnya 
 Bisa tergores jarimu terkena patahnya 
 Dia belum siap untuk digapai kembali 
 Patah, seperti asa itu 
 Susah payah kukumpulkan 
 Namun hancur lebur sebelum hitungan ketiga 
  
 ",puisi
"Memancing ikan di tengah kali, \n Memakai umpan berupa cacing, \n Badannya sangat luas sekali, \n Berbulu banyak tak berdaging? \n (Jawabnya: Jawabannya: Karpet) \n ",pantun
Paling seger minum limau \n Campur madu tambah nikmat \n Ayam berani sama harimau \n Itu ayam super nekat \n ,pantun
Enaknya gulai ditambah roti \n Untuk bekal dalam pedati \n Sudah pandai rendah hati \n Pastilah dia lelaki sejati \n ,pantun
